"Chromosome","Position","Strand","CX","PerMeth_S1","Meth_S1","UnMeth_S1","PerMeth_S2","Meth_S2","UnMeth_S2","PerMeth_S3","Meth_S3","UnMeth_S3","PerMeth_S4","Meth_S4","UnMeth_S4"
"NC_003070.9",228342,"-","CHG",0,0,6,0,0,7,0,0,1,20,1,4
"NC_003070.9",228346,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228348,"+","CG",0,0,12,0,0,4,NA,NA,NA,0,0,8
"NC_003070.9",228349,"-","CG",0,0,6,0,0,7,0,0,1,0,0,5
"NC_003070.9",228351,"+","CHH",0,0,13,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228353,"+","CG",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228354,"-","CG",0,0,6,0,0,7,0,0,1,0,0,5
"NC_003070.9",228356,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,5
"NC_003070.9",228357,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,5
"NC_003070.9",228360,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,5
"NC_003070.9",228363,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,5
"NC_003070.9",228365,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,5
"NC_003070.9",228366,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,5
"NC_003070.9",228367,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228374,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,5
"NC_003070.9",228376,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,5
"NC_003070.9",228379,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,4
"NC_003070.9",228380,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,4
"NC_003070.9",228382,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,4
"NC_003070.9",228383,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,4
"NC_003070.9",228385,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,4
"NC_003070.9",228390,"+","CHG",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228392,"-","CHG",0,0,5,0,0,6,0,0,1,0,0,4
"NC_003070.9",228393,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,4
"NC_003070.9",228394,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,4
"NC_003070.9",228395,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,4
"NC_003070.9",228396,"+","CG",0,0,14,0,0,5,NA,NA,NA,13,1,7
"NC_003070.9",228397,"-","CG",0,0,5,20,1,4,0,0,1,33,1,2
"NC_003070.9",228398,"-","CHG",0,0,6,0,0,7,0,0,1,0,0,4
"NC_003070.9",228400,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228401,"+","CHG",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228402,"+","CG",8,1,12,50,1,1,NA,NA,NA,0,0,5
"NC_003070.9",228403,"-","CG",0,0,6,0,0,7,0,0,1,25,1,3
"NC_003070.9",228405,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228406,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228410,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,4
"NC_003070.9",228412,"+","CHG",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228413,"+","CG",0,0,12,0,0,3,NA,NA,NA,17,1,5
"NC_003070.9",228414,"-","CG",0,0,5,0,0,7,0,0,1,0,0,4
"NC_003070.9",228420,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,4
"NC_003070.9",228422,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228425,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228426,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228430,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228432,"+","CHG",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228434,"-","CHG",0,0,6,0,0,7,0,0,1,0,0,4
"NC_003070.9",228437,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,4
"NC_003070.9",228440,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228445,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228447,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228452,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228462,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228467,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228470,"+","CG",0,0,14,0,0,4,NA,NA,NA,0,0,8
"NC_003070.9",228471,"-","CG",0,0,7,0,0,7,NA,NA,NA,0,0,4
"NC_003070.9",228478,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228482,"+","CHH",0,0,14,0,0,6,NA,NA,NA,20,1,4
"NC_003070.9",228496,"+","CHH",0,0,14,0,0,6,NA,NA,NA,0,0,8
"NC_003070.9",228502,"+","CHH",0,0,14,0,0,6,NA,NA,NA,0,0,8
"NC_003070.9",228510,"-","CHH",0,0,7,0,0,7,0,0,1,0,0,4
"NC_003070.9",228514,"-","CHH",0,0,6,0,0,7,0,0,1,0,0,3
"NC_003070.9",228516,"-","CHH",0,0,7,0,0,7,0,0,1,0,0,4
"NC_003070.9",228517,"-","CHH",0,0,7,0,0,7,0,0,1,0,0,4
"NC_003070.9",228518,"+","CG",0,0,12,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228519,"-","CG",0,0,7,0,0,7,NA,NA,NA,0,0,4
"NC_003070.9",228521,"-","CHH",0,0,7,0,0,7,0,0,1,0,0,4
"NC_003070.9",228522,"-","CHH",0,0,7,0,0,7,0,0,1,0,0,4
"NC_003070.9",228524,"+","CHG",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228525,"+","CG",0,0,14,0,0,4,NA,NA,NA,0,0,7
"NC_003070.9",228526,"-","CG",0,0,7,14,1,6,0,0,1,0,0,4
"NC_003070.9",228530,"-","CHH",0,0,7,0,0,7,0,0,1,0,0,4
"NC_003070.9",228534,"-","CHH",0,0,7,0,0,7,0,0,1,0,0,4
"NC_003070.9",228538,"-","CHH",0,0,7,0,0,7,0,0,1,0,0,4
"NC_003070.9",228542,"-","CHH",0,0,7,0,0,7,0,0,1,0,0,4
"NC_003070.9",228547,"-","CHH",0,0,7,0,0,7,0,0,1,0,0,4
"NC_003070.9",228553,"-","CHH",0,0,7,0,0,6,100,1,0,0,0,3
"NC_003070.9",228563,"+","CG",0,0,13,0,0,4,NA,NA,NA,0,0,6
"NC_003070.9",228564,"-","CG",0,0,7,0,0,7,0,0,1,0,0,4
"NC_003070.9",228567,"-","CHH",0,0,7,0,0,7,0,0,1,0,0,4
"NC_003070.9",228568,"-","CHH",0,0,7,0,0,7,0,0,1,0,0,4
"NC_003070.9",228569,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228573,"-","CHH",0,0,7,0,0,7,0,0,1,0,0,4
"NC_003070.9",228582,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228585,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,4
"NC_003070.9",228586,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,7
"NC_003070.9",228590,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228595,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,4
"NC_003070.9",228600,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,4
"NC_003070.9",228601,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,4
"NC_003070.9",228604,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,4
"NC_003070.9",228608,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228611,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228614,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228617,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228618,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228622,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228624,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228627,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228628,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228631,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228634,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228645,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228649,"+","CHG",7,1,13,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228651,"-","CHG",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228653,"+","CHH",0,0,13,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228657,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228659,"+","CHG",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228661,"-","CHG",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228663,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228666,"+","CG",7,1,13,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228667,"-","CG",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228670,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228671,"+","CHG",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228673,"-","CHG",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228674,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228677,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228681,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228684,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228685,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228688,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228691,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,3
"NC_003070.9",228692,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228693,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228697,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228702,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228708,"+","CHH",7,1,13,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228718,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,3
"NC_003070.9",228719,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228722,"+","CG",0,0,13,0,0,4,NA,NA,NA,0,0,8
"NC_003070.9",228723,"-","CG",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228726,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228727,"+","CHG",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228729,"-","CHG",0,0,5,0,0,6,0,0,1,0,0,4
"NC_003070.9",228732,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228733,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228736,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228740,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228741,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228745,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228749,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228752,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228754,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,4
"NC_003070.9",228755,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,4
"NC_003070.9",228761,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,4
"NC_003070.9",228765,"+","CG",0,0,14,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",228766,"-","CG",0,0,7,0,0,6,0,0,1,0,0,4
"NC_003070.9",228769,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228785,"+","CG",0,0,14,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",228786,"-","CG",20,1,4,0,0,3,0,0,1,0,0,4
"NC_003070.9",228788,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,4
"NC_003070.9",228793,"-","CHH",0,0,7,0,0,6,NA,NA,NA,0,0,4
"NC_003070.9",228800,"-","CHH",0,0,7,0,0,6,NA,NA,NA,0,0,4
"NC_003070.9",228808,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228810,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228812,"+","CHG",0,0,15,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228814,"-","CHG",0,0,7,0,0,6,0,0,1,0,0,4
"NC_003070.9",228816,"+","CG",0,0,14,0,0,4,NA,NA,NA,11,1,8
"NC_003070.9",228817,"-","CG",0,0,7,0,0,6,0,0,1,0,0,4
"NC_003070.9",228819,"+","CHG",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",228821,"-","CHG",0,0,7,0,0,6,NA,NA,NA,0,0,3
"NC_003070.9",228823,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228826,"-","CHH",0,0,7,0,0,6,NA,NA,NA,0,0,3
"NC_003070.9",228827,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228830,"+","CHG",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228832,"-","CHG",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228834,"+","CG",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228835,"-","CG",0,0,7,0,0,5,0,0,1,0,0,3
"NC_003070.9",228837,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228838,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228839,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228840,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228842,"+","CHH",0,0,14,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",228847,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228849,"+","CHH",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228855,"+","CG",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228856,"-","CG",0,0,6,0,0,6,0,0,1,0,0,3
"NC_003070.9",228857,"-","CHG",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228858,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228859,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228861,"+","CHG",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228863,"-","CHG",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228867,"+","CHG",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228869,"-","CHG",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228871,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228874,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228876,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228880,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,3
"NC_003070.9",228882,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228883,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228884,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228887,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228889,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228891,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228895,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228902,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228903,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228905,"+","CHG",0,0,14,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",228907,"-","CHG",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228909,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228910,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228913,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228915,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228920,"+","CG",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228921,"-","CG",0,0,7,0,0,6,0,0,1,0,0,2
"NC_003070.9",228923,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228928,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228931,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228933,"+","CG",0,0,14,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228934,"-","CG",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228936,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228937,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228938,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228939,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228944,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228945,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228946,"+","CHH",0,0,15,20,1,4,NA,NA,NA,0,0,9
"NC_003070.9",228948,"+","CHH",0,0,14,20,1,4,NA,NA,NA,0,0,9
"NC_003070.9",228955,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228956,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228957,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228958,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228959,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,8
"NC_003070.9",228964,"+","CG",0,0,14,25,1,3,NA,NA,NA,0,0,8
"NC_003070.9",228965,"-","CG",0,0,7,0,0,5,0,0,1,0,0,2
"NC_003070.9",228973,"+","CG",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",228974,"-","CG",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",228976,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228979,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228982,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228983,"+","CHG",0,0,14,0,0,3,NA,NA,NA,0,0,9
"NC_003070.9",228985,"-","CHG",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",228988,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",228990,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",228992,"+","CG",0,0,14,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228993,"-","CG",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",228994,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",228995,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",228996,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",228998,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",228999,"+","CHG",0,0,15,0,0,4,NA,NA,NA,0,0,8
"NC_003070.9",229001,"-","CHG",13,1,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",229002,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",229003,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",229008,"-","CHH",0,0,8,0,0,6,0,0,1,33,1,2
"NC_003070.9",229010,"+","CHH",0,0,14,0,0,6,NA,NA,NA,0,0,8
"NC_003070.9",229018,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3
"NC_003070.9",229020,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",229023,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",229031,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",229035,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",229036,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",229039,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",229041,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",229043,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",229046,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3
"NC_003070.9",229049,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229050,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229052,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229054,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229055,"+","CG",0,0,15,0,0,6,NA,NA,NA,0,0,9
"NC_003070.9",229056,"-","CG",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229058,"+","CG",0,0,15,0,0,6,NA,NA,NA,0,0,9
"NC_003070.9",229059,"-","CG",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229060,"+","CHH",0,0,15,0,0,6,NA,NA,NA,0,0,9
"NC_003070.9",229061,"+","CHH",0,0,14,0,0,6,NA,NA,NA,0,0,9
"NC_003070.9",229065,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229068,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229069,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229070,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229071,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229075,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229076,"+","CHG",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",229078,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229079,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",229080,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",229081,"+","CHH",0,0,15,0,0,5,NA,NA,NA,0,0,9
"NC_003070.9",229084,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229088,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229089,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229093,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229097,"-","CHH",0,0,8,0,0,5,0,0,1,0,0,2
"NC_003070.9",229099,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229101,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229109,"+","CHH",0,0,14,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229113,"+","CHH",0,0,14,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229115,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229117,"+","CHG",0,0,15,0,0,4,NA,NA,NA,0,0,8
"NC_003070.9",229119,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229120,"+","CHG",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229122,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229123,"+","CHG",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229125,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229127,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229130,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229137,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229140,"+","CG",0,0,15,0,0,3,NA,NA,NA,0,0,9
"NC_003070.9",229141,"-","CG",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229144,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229145,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229148,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229151,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229155,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229158,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229160,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229162,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229165,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229166,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229172,"+","CHH",0,0,15,0,0,4,NA,NA,NA,0,0,9
"NC_003070.9",229175,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229178,"+","CHG",0,0,15,0,0,4,NA,NA,NA,0,0,8
"NC_003070.9",229180,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229181,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2
"NC_003070.9",229183,"+","CG",0,0,14,0,0,4,NA,NA,NA,0,0,8
